name,Age,Team & Contract,ID,Best position,Value(Euros),Wage(K),Release clause(euros in millions),Height,Weight,foot,Best overall,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace
Danilo CB RB,31,"Juventus
2019 ~ 2025",199304,CB,17.5,100000,29.8,"184cm / 6'0""",78kg / 172lbs,Right,81,361,76,59,79,78,69,373,73,73,73,76,78,360,73,80,63,79,65,392,82,87,74,80,69,361,79,82,69,64,67,82,249,84,84,81,53,14,5,15,14,5,2149,454,2,77,67,74,74,83
J. Oblak GK,30,"Atlético Madrid
2014 ~ 2028",200389,GK,61000000,90000,128.1,"188cm / 6'2""",87kg / 192lbs,Right,88,95,13,11,15,43,13,109,12,13,14,40,30,292,42,53,64,85,48,263,59,72,42,78,12,149,36,24,11,67,11,68,59,27,14,18,426,85,90,78,86,87,1393,472,4,85,90,78,87,46
Roberto Firmino CF ST CAM,31,"Al Ahli Jeddah
2023 ~ 2026",201942,CAM,18000000,48000,30.6,"181cm / 5'11""",76kg / 168lbs,Right,81,387,73,73,78,84,79,393,85,81,65,76,86,386,70,67,83,82,84,389,77,82,81,73,76,366,75,58,80,81,72,86,158,52,64,42,44,8,11,9,6,10,2123,441,3,68,75,79,85,58
Felipe Anderson RW ST,30,"Lazio
2021 ~ 2024",201995,RW,25000000,65000,42.5,"175cm / 5'9""",70kg / 154lbs,Right,81,377,74,79,69,79,76,392,85,77,69,75,86,427,88,86,87,77,89,396,82,81,87,67,79,348,69,69,78,78,54,81,178,57,66,55,43,12,10,9,5,7,2161,463,3,87,78,77,85,63
E. Martínez GK,30,"Aston Villa
2020 ~ 2027",202811,GK,45000000,105000,85.5,"195cm / 6'5""",88kg / 194lbs,Right,86,134,22,16,26,57,13,156,17,22,20,59,38,296,59,57,49,82,49,265,62,77,40,70,16,170,37,13,12,66,42,62,51,11,20,20,419,84,82,83,85,85,1491,477,3,84,82,83,85,58
L. Spinazzola LWB LM LB,30,"Roma
2019 ~ 2024",202884,LWB,18000000,63000,30.6,"186cm / 6'1""",75kg / 165lbs,Right,80,348,79,60,69,76,64,340,80,66,45,69,80,402,87,89,78,79,69,355,71,80,69,67,68,361,71,78,77,76,59,75,229,75,79,75,65,11,13,12,15,14,2100,451,3,88,65,74,79,76
A. Florenzi RB LB,32,"Milan
2022 ~ 2025",203551,RB,3.9,45000,6.6,"173cm / 5'8""",67kg / 148lbs,Right,77,378,75,71,68,80,84,374,75,71,71,76,81,390,76,71,86,75,82,341,82,67,63,48,81,364,66,76,69,80,73,79,218,75,74,69,48,9,8,10,11,10,2113,435,3,73,76,78,78,74
K. Stöger CM,29,"VfL Bochum 1848
2022 ~ 2024",204497,CM,7.5,25000,13.5,"175cm / 5'9""",74kg / 163lbs,Left,76,327,75,64,45,81,62,368,71,70,72,78,77,351,62,55,78,78,78,339,72,59,75,63,70,331,50,68,69,82,62,72,186,64,66,56,62,15,12,13,10,12,1964,404,2,58,67,79,74,63
W. Hughes CDM CM,28,"Crystal Palace
2021 ~ 2025",206516,CDM,3.7,32000,7000000,"185cm / 6'1""",74kg / 163lbs,Left,74,329,71-2,63-2,58,78,59+5,358,74,67,66+2,75-1,76,292,62,34,63,72-1,61,305,64+4,63,59-1,58,61-1,364,82+8,71+2,70,77-1,64-1,76-2,218,69,75,74+1,55,7,15,12,9,12,1921,392,1,47,63,75,73,71
J. Lingard CAM ST,30,"Seoul
2024 ~ 2025",207494,CAM,2.9,8000,3.6,"175cm / 5'9""",65kg / 143lbs,Right,73,355,70,71-1,63,75,76,355,76-1,79,64,62,74-1,371,74,66,75-3,72-2,84,344,76,70,65-3,58,75-1,339,71,50,75-1,73-2,70,76,167,61,57,49,54,14,10,8,13,9,1985,410,2,70,73,71,76,57
S. Kolašinac CB LB,30,"Atalanta
2023 ~ 2025",207993,CB,14.5,48000,24.7,"183cm / 6'0""",85kg / 187lbs,Left,79,333,73,60,73,72,55,305,67,61,42,63,72,330,65,73,59,79,54,378,75,84,73,88,58,352,87,77,69,65,54,70,234,78,79,77,56,15,9,16,7,9,1988,429,2,69,63,67,68,78
Y. Carrasco LW LM CF,29,"Al Shabab
2023 ~ 2026",208418,LW,41.5,69000,70.6,"181cm / 5'11""",73kg / 161lbs,Right,84,373,82,81,56,80,74,412,88,86,80,74,84,411,87,88,86,80,70,376,84,74,75,61,82,361,65,57,80,80,79,84,179,54,64,61,49,9,11,9,10,10,2161,459,3,88,81,80,85,59
Ederson GK,29,"Manchester City
2017 ~ 2026",210257,GK,70000000,210000,134.8,"188cm / 6'2""",86kg / 190lbs,Left,88,131,20,14,14,65,18,203,30,40,20,68,45,323,64,63,60,88,48,287,68,79,44,78,18,220,38,27,20,70,65,70,52,29,15,8,433,87,82,91,86,87,1649,497,3,87,82,91,87,64
V. Grifo LM CF,30,"SC Freiburg
2019 ~ 2027",212096,LM,25000000,38000,42.5,"180cm / 5'11""",76kg / 168lbs,Right,81,359,88,71,47,80,73,418,82,89,88,76,83,379,75,67,79,80,78,359,85,66,68,65,75,347,52,45,80,78,92,74,109,48,31,30,52,10,12,8,8,14,2023,412,2,71,76,81,81,40
N. Stanciu CM CAM,30,"Damac
2023 ~ 2025",212207,CM,10000000,24000,16.5,"170cm / 5'7""",70kg / 154lbs,Right,77,363,76,72,66,79,70,398,77,81,82,80,78,408,79,74,90,75,90,376,76,74,90,60,76,348,69,60,73,78,68,78,182,62,62,58,56,14,7,13,10,12,2131,439,2,76,73,79,79,62
A. Djiku CB,28,"Fenerbahçe
2023 ~ 2026",212219,CB,10000000,32000,19.8,"182cm / 6'0""",81kg / 179lbs,Right,78,284,63,34,73,74,40,305,65,59,43,69,69,349,69,76,67,74,63,345,61,83,77,82,42,318,80,79,55,61,43,72,230,78+1,77+1,75,48,11,7,9,10,11,1879,406,2,73,43,66,67,77
Medrán CM CDM,29,"Al Ettifaq
2024 ~ 2027",212476,CM,17000000,38000,28.9,"178cm / 5'10""",71kg / 157lbs,Right,79,359,80,67,61,83,68,398,78,80,75,84,81,347,57,62,80,78,70,371,78,67,80,68,78,325,49,62,72,82,60,81,188,65,65,58,62,13,14,13,12,10,2050,422,1,60,71,82,79,63
M. Lemina CDM CM,29,"Wolverhampton Wanderers
2023 ~ 2025",212811,CDM,15000000,68000,28.5,"184cm / 6'0""",85kg / 187lbs,Right,79,343,71,59,68,79,66,374,76,77,66,78,77,360,72,73,69,78,68,392,80,79,84,76,73,368,80,79,69,72,68,78,229,78,78,73,60,12,9,15,8,16,2126,446,2,73,67,75,75,77
T. Lemar CM LM,27,"Atlético Madrid
2018 ~ 2027",213565,CAM,27.5,63000,57.8,"171cm / 5'7""",66kg / 146lbs,Left,83,373,82,77,54,83,77,415,85,85,81,80,84,419,85,77,90,80,87,362,79,70,77,57,79,373,63,76,81,84,69,81,200,55,76,69,60,11,15,13,7,14,2202,458,3,81,78,83,85,67
J. Correa CF LM,28,"Olympique de Marseille
Jun 30, 2024 On loan",215330,CF,6000000,66000,0,"188cm / 6'2""",78kg / 172lbs,Right,75,366,74,74,69,74,75,375,81,81,63,68,82,352,66,67,83,69,67,355,79,71,70,66,69,291,48,36,74,76,57,75,102,39,37,26,44,11,10,7,8,8,1885,397,1,67,73,73,80,40
Iñaki Williams RM ST,29,"Athletic Club
2012 ~ 2028",216201,ST,30000000,40000,63000000,"186cm / 6'1""",80kg / 176lbs,Right,83,393,78,82,80,74,79,363,83,80,58,62,80,409,93,94,77,83,62,428,85,95,88,84,76,332,76,30,85,73,68,78,128,42,48,38,66,14,15,14,10,13,2119,456,2,94,81,72,80,45
M. Brozović CDM CM,30,"Al Nassr
2023 ~ 2026",216352,CDM,30.5,56000,48.8,"181cm / 5'11""",72kg / 159lbs,Right,83,361,73,69,70,84,65,397,78,79,74,83,83,373,68,65,79,77,84,398,80,73,93,68,84,385,86,83,65,82,69,82,244,78,84,82,50,8,8,15,11,8,2208,459,3,66,74,81,80,80
A. Kramarić CF CM CAM,32,"TSG Hoffenheim
2015 ~ 2025",216354,CF,21000000,50000,35.7,"177cm / 5'10""",73kg / 161lbs,Right,81,382,73,80,69,81,79,389,82,82,77,65,83,393,74,70,82,83,84,390,82,76,85,69,78,354,71,29,83,79,92,81,81,35,20,26,58,8,14,14,7,15,2047,417,3,72,81,76,82,32
J. Giménez CB,28,"Atlético Madrid
2013 ~ 2025",216460,CB,34.5,71000,75000000,"185cm / 6'1""",79kg / 174lbs,Right,84,271,47,37,82,71,34,270,55,37,44,68,66,332,70,71,56,78,57,365,73,88,71,85,48,282,87,84,25,46,40,75,257,87,85,85,52,9,11,7,10,15,1829,403,2,71,46,58,61,85
Rafa CF,30,"Benfica
2016 ~ 2024",216547,RW,35.5,25000,71000000,"172cm / 5'8""",66kg / 146lbs,Right,84,351,78,79,49,77,68,384,86,81,56,76,85,450,94,93,90,84,89,340,77,62,84,40,77,330,47,58,83,83,59,81,138,52,47,39,51,9,11,11,12,8,2044,437,2,93,77,77,86,50
A. Sørloth ST,27,"Villarreal
2023 ~ 2028",216549,ST,19000000,40000,39.9,"195cm / 6'5""",94kg / 207lbs,Left,79,374,66,81,82,74,71,348,77,74,60,59,78,344,74,83,57,75,55,418,82,93,82,90,71,330,74,36,77,73,70,82,83,39,23,21,58,15,12,8,15,8,1955,421,2,79,78,69,74,36
A. Sanabria ST CF,27,"Torino
2021 ~ 2025",219932,ST,15000000,49000,25.5,"180cm / 5'11""",77kg / 170lbs,Right,78,365,63,81,77,77,67,359,81,69,64,63,82,390,80,76,83,75,76,361,80,84,64,68,65,274,36,21,82,69,66,78,77,42,20,15,58,8,14,9,14,13,1884,397,1,78,76,69,81,32
D. Brooks RW RM,25,"Southampton
Jun 30, 2024 On loan",220196,CAM,6.5,44000,0,"177cm / 5'10""",62kg / 137lbs,Left,76,342,75-1,70-1,59-2,77-1,61,365,80,73,66,67,79,358,68-1,65+2,73-1,72,80+3,318,68-2,64-3,58+3,56-3,72-1,320,60-2,43,75,77,65,77-1,140,47,49,44,51,8,14,9,13,7,1894,394,1,66,70,74,78,48
S. Benrahma LW LM,27,"Olympique Lyonnais
Jun 30, 2024 On loan",220621,LW,15000000,71000,0,"172cm / 5'8""",67kg / 148lbs,Right,78,334,74,72,47,77,64,375,83,73,69,68,82,391,78,70,85,75,83,345,85,61,70,53,76,321,52,40,76,78,75,76,116,45,35,36,53,16,7,8,11,11,1935,403,2,74,75,75,82,40
J. Brownhill CM CAM CDM,27,"Burnley
2020 ~ 2024",220659,CDM,6000000,42000,12000000,"180cm / 5'11""",69kg / 152lbs,Right,76,344,69,70,67,74,64,364,74,71,70,73,76,359,72,66,70,78,73,384,76,77,89,71,71,351,78,82,72,73,46,74,218,72,77,69,47,8,11,12,7,9,2067,437,1,69,70,72,74,75
Pau López GK,28,"Olympique de Marseille
2022 ~ 2026",221087,GK,14000000,35000,27.7,"189cm / 6'2""",77kg / 170lbs,Left,79,138,24,19,15,63,17,161,18,23,21,55,44,268,45,52,40,74,57,231,59,60,42,52,18,169,39,16,20,69,25,62,50,19,20,11,395,77,77,79,80,82,1412,443,2,77,77,79,82,48
P. Roberts RM,26,"Sunderland
2022 ~ 2026",221982,LW,2000000,22000,3.8,"167cm / 5'6""",66kg / 146lbs,Left,72,292,64,65,43,68,52,337,77,66,58,61,75,402,85,79,91,59,88,271,64,50,55,33,69,258,38,21,66,71,62,74,78,37,22,19,46,12,7,8,7,12,1684,358,1,82,65,66,77,28
U. Çiftçi LB,31,"Sivasspor
2018 ~ 2027",223045,LB,625000,5000,1.2,"179cm / 5'10""",73kg / 161lbs,Left,66,250,68,38,42,64,38,309,67,65,48,65,64,337,67,69,65,68,68,325,66,58,71,69,61,309,72,60,68,63,46,58,193,65,65,63,54,9,10,13,7,15,1777,380,1,68,50,64,66,62
J. Rodríguez ST LW,29,"Portland Timbers
2024 ~ 2026",223816,ST,10.5,11000,15.8,"177cm / 5'10""",79kg / 174lbs,Right,77,351,64,77,71,67,72,347,79,64,62,63,79,411,89,85,86,79,72,397,80,89,79,77,72,325,68,35,77,65,80,72,108,23,40,45,53,12,14,10,7,10,1992,422,1,87,77,65,79,38
A. Nübel GK,26,"VfB Stuttgart
Jun 30, 2026 On loan",223885,GK,16.5,45000,0,"193cm / 6'4""",86kg / 190lbs,Right,79,103,15,18,13,44+15,13,121,18,20,20,33+15,30+10,263,49,46,34,76,58,253,58+1,68,39,70,18,132,23,20,10,63+1,16,66+1,50,23,14,13,392,80+1,76+2,77+1,78,81+1,1314,440,2,80,76,77,81,48
K. Toko Ekambi LW LM ST,30,"Al Ettifaq
2024 ~ 2025",224069,CF,5.5,30000,9.4,"182cm / 6'0""",70kg / 154lbs,Right,76,358,68,75,70,70,75,355,77,75,63,64,76,385,82,83,78,73,69,384,77,83,78,73,73,293,48,21,76,74,74,76,55,23,14,18,56,10,12,12,8,14,1886,397,2,83,75,69,76,24
O. Aina LB LWB LM,26,"Nottingham Forest
2023 ~ 2024",224656,LB,3000000,41000,5.7,"184cm / 6'0""",82kg / 181lbs,Right,73,312,71,54,65,70,52,316,75,60,42,67,72,379,86,76,73,67,77,373,73,84,76,75,65,312,68,70,62,63,49,66,204,65,71,68,50,7,14,10,10,9,1946,422,1,81,60,66,73,68
J. Gomez CB RB LB,26,"Liverpool
2015 ~ 2027",225100,CB,24.5,100000,47.2,"188cm / 6'2""",77kg / 170lbs,Right,82,270,73,20,75,78,24,307,72,55,29,76,75,369,75,87,64,78,65,310,46,86,75,81,22,306,79,80,56,65,26,74,240,79,82,79,49,8,13,14,7,7,1851,412,2,82,28,71,72,80
A. Meret GK,26,"Napoli
2019 ~ 2024",225116,GK,28.5,51000,50.6,"192cm / 6'4""",82kg / 181lbs,Left,82,101,15,17,19,30,20,107,16,20,21,25,25,260,41,48,46,77,48,231,54,66,29,65,17,110,22,22,20,25,21,67,43,10,21,12,399,80,79,72,83,85,1251,443,2,80,79,72,85,44
Álex Berenguer LM RM,27,"Athletic Club
2020 ~ 2024",225201,LM,22.5,33000,47.3,"175cm / 5'9""",73kg / 161lbs,Right,80,357,76,77,58,76,70,385,83,76,75,70,81,423,86,83,87,79,88,360,76,73,80,59,72,371,76,65,82,76,72,83,191,65,65,61,57,14,16,8,6,13,2144,449,1,84,75,75,83,64
N. Kreuzer RB,30,"Hallescher FC
2021 ~ 2026",225875,RB,875000,1000,1.3,"178cm / 5'10""",76kg / 168lbs,Right,67,296,73,56,43,64,60,326,65,68,70,62,61,375,81,76,79,60,79,329,65,64,80,64,56,322,78,58,64,61,61,57,181,60,60,61,64,10,13,15,16,10,1893,396,1,78,59,65,65,58
N. Pépé RM RW ST,28,"Trabzonspor
2023 ~ 2024",226110,LW,14000000,53000,28000000,"183cm / 6'0""",73kg / 161lbs,Left,79,352,75,75,57,75,70,388,82,81,79,66,80,413,87,87,90,74,75,364,80,77,65,68,74,311,43,33,76,74,85,75,100,36,34,30,50,11,14,11,6,8,1978,417,2,87,76,74,81,36
T. Kehrer CB RB,26,"Monaco
2024 ~ 2028",226229,CB,8000000,40000,15.8,"186cm / 6'1""",76kg / 168lbs,Right,78,279,64,37,73,73,32,288,64,54,38,66,66,339,64,76,62,73,64,330,65,80,68,77,40,307,78,76,53,59,41,69,231,74,78,79,54,9,9,14,10,12,1828,396,2,71,44,65,65,76
Hwang Hee Chan LW ST RW,27,"Wolverhampton Wanderers
2022 ~ 2028",226380,LW,15000000,70000,28.5,"177cm / 5'10""",77kg / 170lbs,Right,78,360,68,79,61,73,79,336,78,63,52,67,76,410,88,79,87,80,76,379,75,81,77,73,73,334,68,37,81,76,72,81,100,39,36,25,54,11,7,10,11,15,1973,420,1,83,77,70,78,39
A. Onana GK,27,"Manchester United
2023 ~ 2028",226753,GK,31000000,110000,61.2,"190cm / 6'3""",93kg / 205lbs,Right,83,117,15,12,20,57,13,169,26,30,17,58,38,324,62,60,66,83,53,279,65,79,40,78,17,156,38,15,11,65,27,65,44,12,18,14,408,82,75,87,79,85,1497,469,3,82,75,87,85,61
I. Moriba CM,20,"Getafe
Jun 30, 2024 On loan",259233,CAM,4.6,23000,0,"185cm / 6'1""",73kg / 161lbs,Right,74,301,40,74,65,74,48,319,78,46,47,73,75,330,67,69,67,68,59,347,73,69,72,61,72,314,64,66,67,68,49,69,191,59,68,64,60,9,14,15,10,12,1862,405,1,68,71,63,74,64
J. Hettwer RM ST,20,"Borussia Dortmund II
2023 ~ 2027",259627,RM,2.2,1000,3.6,"184cm / 6'0""",72kg / 159lbs,Right,68,279,53,68,49,62,47,272,67,49,40,49,67,397,92,88,77,61,79,321,64,68,70,55,64,279,69,33,65,55,57,60,90,33,29,28,59,12,14,12,14,7,1697,373,1,90,65,55,68,33
J. Zemura LWB LB LM,23,"Udinese
2023 ~ 2027",259634,LWB,2.4,8000,4.8,"173cm / 5'8""",75kg / 165lbs,Left,70,242,64,41,44,67,26,270,66,56,29,52,67,363,81,72,70,68,72,264,42,61,75,55,31,276,58,66,55,55,42,60,197,65,67,65,50,11,10,13,8,8,1662,366,1,76,39,59,67,64
C. Cîrjan CAM CM,20,"Rapid Bucuresti
Jun 30, 2024 On loan",260141,CAM,1.7,15000,0,"175cm / 5'9""",62kg / 137lbs,Right,67,274,55,57,45,67,50,309,65,62,49,65,68,366,76,70,79,61,80,264,64,48,58,34,60,286,46,50,61,66,63,65,159,49,58,52,62,10,13,14,12,13,1720,358,1,73,59,63,68,52
Juan Iglesias RB LB,24,"Getafe
2019 ~ 2026",260178,RB,5.5,18000,12000000,"185cm / 6'1""",76kg / 168lbs,Right,74,278,67,36,70,68,37,280,66,58,40,51,65,350,79,82,66,70,53,295,41,78,76,68,32,288,62,71,58,55,42,60,214,68,74,72,53,10,12,11,12,8,1758,385,1,81,38,61,65,71
Eom Ji Sung LM LW,21,"Gwangju
2021 ~ 2027",260492,RM,3.6,3000,5.2,"178cm / 5'10""",70kg / 154lbs,Right,71,276,64,63,34,59,56,318,74,64,63,51,66,401,78,87,90,70,76,318,64,57,74,56,67,293,59,33,72,68,61,61,105,38,37,30,58,13,6,12,14,13,1769,377,1,83,64,61,72,36
A. Zaroury LM ST,22,"Hull City
Jun 30, 2024 On loan",260843,RM,9.5,34000,0,"178cm / 5'10""",68kg / 150lbs,Right,75,323,71,69,52,70,61,337,76,69,52,65,75,408,86,82,84,69,87,340,73,69,74,57,67,269,52,28,69,70,50,71,67,18,27,22,48,10,10,11,11,6,1792,385,1,84,68,69,76,27
K. Schade LW ST RW,21,"Brentford
2023 ~ 2028",260926,LW,5.5,29000,11.6,"185cm / 6'1""",74kg / 163lbs,Right,72,331,68,68,69,66,60,264,74,44,35,41,70,408,93,94,78,65,78,326,68,82,58,64,54,278,68,23,69,61,57,60,73,20,30,23,51,13,11,8,9,10,1731,382,1,94,64,59,72,29
K. Sildillia RB CB RM,21,"SC Freiburg
2021 ~ 2026",260930,CB,6000000,14000,11.4,"186cm / 6'1""",76kg / 168lbs,Right,75,252,65,26,73,67,21,275,70,50,30,57,68,343,69,73,66,67,68,284,35,79,70,71,29,298,71,72,54,60,41,58,224,73,76,75,55,12,9,14,8,12,1731,375,1,71,30,61,68,74
S. Beukema CB,24,"Bologna
2023 ~ 2027",262394,CB,10000000,24000,17.8,"188cm / 6'2""",77kg / 170lbs,Right,78,275,40,50,78,73,34,291,60,43,50,74,64,302,51,65,54,76,56,363,67,81,71,81,63,306,77,74,57,51,47,70,228,78,76,74,49,12,11,7,6,13,1814,390,1,59,55,60,62,76
L. Gondou ST RW,22,"Argentinos Juniors
2023 ~ 2027",263296,ST,12.5,13000,21.3,"189cm / 6'2""",83kg / 183lbs,Left,77,328,54,79+1,76,62,57,347,74+1,65,68,64,76,335,66,70,72+3,72,55,400,79,88,72,88,73,311,69,27,78,68,69,72,97,35,35,27,49,6,10,6,14,13,1867,396,1,68,76,62,73,37
L. Abada RW,21,"Charlotte
2024 ~ 2026",263377,RW,9.5,7000,15.7,"168cm / 5'6""",67kg / 148lbs,Right,74,344,68,72,69,69,66,323,68,64,62,57,72,431,89,85,92,74,91,339,74,73,72,49,71,293,64,22,75,72,60,68,127,40,46,41,50,7,12,10,8,13,1907,398,1,87,71,67,73,41
A. Kamara CM CDM,18,"Borussia Dortmund
2021 ~ 2025",263514,CM,1000000,2000,2.3,"183cm / 6'0""",82kg / 181lbs,Right,64,257,47,41,59,66,44,292,67,53,40,66,66,348,66,68,77,64,73,292,58,68,64,68,34,261,56,58,49,59,39,59,176,49,65,62,46,6,10,10,6,14,1672,359,1,67,43,59,67,58
J. Sarmiento LM CAM,21,"Ipswich Town
Jun 30, 2024 On loan",263522,CAM,3.4,23000,0,"178cm / 5'10""",73kg / 161lbs,Right,70,296,64+2,64+2,46+3,68+2,54+2,322,73+3,65+1,55,59+3,70+3,369,80,78,75+2,60+3,76+2,318,70,66+4,62+5,62+1,58+4,273,51+21,28+6,67+3,67+2,60,70+2,114,37+10,42+10,35+5,60,12,9,13,14,12,1752,376,1,79,63,65,72,37
Andrew GK,22,"Gil Vicente
2021 ~ 2024",263673,GK,11000000,7000,25.3,"189cm / 6'2""",76kg / 168lbs,Right,75,79,9,4,11,41,14,84,12,10,8,37,17,226,48,41,34,71,32,219,56,59,39,53,12,120,24,8,4,63,21,34,35,10,8,17,372,76,73,74,72,77,1135,417,1,76,73,74,77,45
Pedro Malheiro RB RWB,22,"Boavista
2021 ~ 2025",263810,RWB,6.5,10000,15000000,"179cm / 5'10""",72kg / 159lbs,Right,74,309,75,62,53,69,50,320,74,72,39,58,77,365,75,78,70,71,71,325,68,65,75,57,60,290,50,69,60,56,55,53,206,69,69,68,57,14,8,15,13,7,1872,405,1,77,62,65,73,67
Abner LB,23,"Real Betis
2023 ~ 2029",263815,LM,6.5,14000,15000000,"181cm / 5'11""",74kg / 163lbs,Left,74,306,76,48,54,75,53,334,74,75,37,74,74,383,80,84,79,67,73,303,57,68,69,58,51,315,69,65,72,67,42,56,208,65,71,72,57,11,13,10,14,9,1906,408,1,82,52,72,73,66
Vitinha ST,23,"Genoa
Jun 30, 2024 On loan",263829,ST,8000000,32000,0,"178cm / 5'10""",74kg / 163lbs,Right,77,348,58,76,73,67,74,328,76,63,56,59,74,383,78,75,76,75,79,392,78,87,79,78,70,329,86,36,77,65,65,73,74,23,29,22,43,5,8,6,9,15,1897,401,1,76,75,63,75,32
O. Aydın RM LM,22,"Alanyaspor
2021 ~ 2026",264001,RM,2.1,6000,4.4,"177cm / 5'10""",76kg / 168lbs,Right,70,314,69,68,47,68,62,297,73,57,45,54,68,365,81,81,76,61,66,316,67,65,65,58,61,263,36,33,67,59,68,66,119,44,42,33,39,10,10,5,6,8,1713,377,1,81,66,63,71,40
A. Devine CAM CM,18,"Plymouth Argyle
Jun 30, 2024 On loan",264180,CAM,1.8,6000,0,"180cm / 5'11""",75kg / 165lbs,Right,67,294,57,59,59,68,51,300,64,63,41,66,66,334,67,68,69,62,68,288,65,60,57,51,55,295,61,52,65,65,52,62,159,45,54,60,53,8,7,13,12,13,1723,362,1,68,59,63,65,52
T. Noslin RM LM ST,23,"Hellas Verona
2024 ~ 2027",264257,ST,3.7,16000,7.4,"178cm / 5'10""",73kg / 161lbs,Right,74,344,71,69,68,65,71,329,76,69,53,58,73,378,83,83,75,67,70,377,76,83,75,74,69,306,66,42,68,64,66,65,116,35,42,39,51,10,12,6,11,12,1901,407,1,83,70,65,74,42
Rodrigo Muniz ST,22,"Fulham
2021 ~ 2026",264337,ST,5.5,45000,11.6,"185cm / 6'1""",79kg / 174lbs,Right,74,337,46,73,74,67,77,290,67,60,41,52,70,360,71,75,74,69,71,375,78,85,69,79,64,319,79,38,72,65,65,69,90,36,28,26,61,12,13,13,11,12,1832,387,1,73,72,59,69,37
M. Amoura ST RM,23,"Union Saint-Gilloise
2023 ~ 2027",264697,ST,4.9,13000,8.3,"170cm / 5'7""",61kg / 134lbs,Left,75,332,61,80,60,62,69,323,74,65,48,64,72,445,94,93,92,75,91,324,74,67,71,41,71,296,66,34,75,57,64,75,146,45,48,53,45,9,7,11,9,9,1911,406,1,93,75,61,76,46
K. Asllani CM CDM,21,"Inter
2023 ~ 2027",264699,CM,9.5,40000,17.6,"179cm / 5'10""",70kg / 154lbs,Right,76,307,63,57,61,78,48,355,73,65,65,74,78,338,65,66,64,69,74,329,72,62,78,51,66,326,66,70,59,77,54,71,208,66,74,68,41,9,8,12,6,6,1904,403,1,66,61,73,73,69
Iker Bravo ST LW RW,18,"Real Madrid
Jun 30, 2024 On loan",265194,ST,2.2,6000,0,"184cm / 6'0""",79kg / 174lbs,Right,68,302,42,71,70,64,55,290,69,48,63,43,67,325,67,68,66,61,63,320,70,70,54,60,66,239,45,18,61,55,60,47,54,20,17,17,40,6,6,7,6,15,1570,335,1,68,68,54,66,23
K. Topp ST,19,"Schalke 04
2021 ~ 2025",265749,ST,1.7,2000,3.8,"192cm / 6'4""",94kg / 207lbs,Right,67,301,42,66,68,62,63,236,61,32,31,46,66,287,55,61,53,63,55,328,73,77,51,83,44,260,68,21,65,48,58,46,63,20,23,20,61,14,7,14,12,14,1536,329,1,58,62,50,61,26
Tomás Araújo CB,21,"Benfica
2019 ~ 2028",266096,CDM,6.5,7000,14.3,"187cm / 6'2""",81kg / 179lbs,Right,76,253,44,25,72,78,34,273,65,30,30,77,71,339,77,79,59,66,58,313,40,88,82,81,22,284,70,77,27,71,39,62,211,66,75,70,52,12,11,7,9,13,1725,389,1,78,29,65,66,72
G. Hall CAM CM,18,"Birmingham City
2021 ~ 2024",266155,RM,2.2,2000,5.6,"178cm / 5'10""",70kg / 154lbs,Right,69,288,60,59,54,64,51,312,66,61,57,63,65,390,81,83,78,69,79,318,59,71,68,61,59,319,72,64,68,65,50,68,187,64,63,60,46,14,11,7,8,6,1860,399,1,82,59,63,68,62
A. Ibrahimović LW CAM,17,"Frosinone
Jun 30, 2024 On loan",266236,CAM,1000000,2000,0,"176cm / 5'9""",69kg / 152lbs,Right,64,296,55,60,57,59,65,301,68,64,55,46,68,331,68,63,72,52,76,277,65,56,47,48,61,252,48,24,61,59,60,57,70,19,23,28,52,12,12,10,10,8,1579,324,1,65,62,56,67,26
A. Ramsey LM CM CAM,20,"Burnley
2023 ~ 2028",266270,CAM,3.8,18000,8.4,"181cm / 5'11""",73kg / 161lbs,Right,72,284,57,66,42,70,49,341,72,64,62,71,72,360,76,70,78,62,74,311,65,59,68,59,60,297,53,51,69,70,54,65,150,45,57,48,56,9,13,14,12,8,1799,385,1,73,63,67,72,50
J. Rowe LM RM CAM,20,"Norwich City
2021 ~ 2025",266500,ST,3.8,14000,9.6,"178cm / 5'10""",74kg / 163lbs,Right,72,308,64+1,68+1,61,63,52,308,73,68,47,47,73+1,398,85,84+3,80,67+2,82,345,80,77,57+1,64,67+1,291,61,39,71+1,65+2,55,68+3,79,38,24,17,53,8,13,15,7,10,1782,384,1,84,69,61,74,34
M. Delorge CM CDM,18,"Sint-Truiden
2021 ~ 2024",266681,CM,3.9,4000,6.4,"189cm / 6'2""",70kg / 154lbs,Left,73,279,61,58,42,74,44,351,68,68,64,76,75,303,60,66,60,64,53,332,64,57,76,70,65,304,55,71,56,74,48,65,184,52,67,65,59,15,15,13,10,6,1812,390,1,63,59,71,68,61
